,strong,weak,input,type,benchmark,Logistic Regression,SVM,MLP,Ensemble,RouteLLM
0,gpt-4o,llama3-8b,internal state,1/2,HumanEval,0.8170731707317073,0.8963414634146342,0.7987804878048781,0.8475609756097561,0.8475609756097561
1,gpt-4o,llama3-8b,internal state,2/3,HumanEval,0.774390243902439,0.8963414634146342,0.7865853658536586,0.7987804878048781,0.7865853658536586
2,gpt-4o,llama3-8b,internal state,3/4,HumanEval,0.8048780487804879,0.8780487804878049,0.7073170731707317,0.6951219512195121,0.8170731707317073
3,gpt-4o,llama3-8b,prompt embedding,nomic-embed-text,HumanEval,0.7560975609756098,0.8292682926829268,0.8353658536585366,0.7987804878048781,0.7987804878048781
4,gpt-4o,llama3-8b,prompt embedding,text-embedding-3-large,HumanEval,0.8475609756097561,0.8170731707317073,0.7987804878048781,0.7987804878048781,0.7560975609756098
5,gpt-4o,llama3-8b,prompt embedding,text-embedding-3-small,HumanEval,0.8475609756097561,0.8170731707317073,0.7682926829268293,0.8170731707317073,0.7560975609756098
6,gpt-4o,llama3.1-8b,internal state,1/2,HumanEval,0.8170731707317073,0.8536585365853658,0.7439024390243902,0.8292682926829268,0.8292682926829268
7,gpt-4o,llama3.1-8b,internal state,2/3,HumanEval,0.7682926829268293,0.7560975609756098,0.7439024390243902,0.7560975609756098,0.8170731707317073
8,gpt-4o,llama3.1-8b,internal state,3/4,HumanEval,0.7865853658536586,0.8658536585365854,0.7987804878048781,0.7682926829268293,0.7439024390243902
9,gpt-4o,llama3.1-8b,prompt embedding,nomic-embed-text,HumanEval,0.8292682926829268,0.7073170731707317,0.6829268292682927,0.7682926829268293,0.676829268292683
10,gpt-4o,llama3.1-8b,prompt embedding,text-embedding-3-large,HumanEval,0.7987804878048781,0.7987804878048781,0.725609756097561,0.7865853658536586,0.6646341463414634
11,gpt-4o,llama3.1-8b,prompt embedding,text-embedding-3-small,HumanEval,0.8048780487804879,0.7987804878048781,0.725609756097561,0.7987804878048781,0.6585365853658537
12,gpt-4o,mistral-nemo-12b,internal state,1/2,HumanEval,0.725609756097561,0.6585365853658537,0.7378048780487805,0.7560975609756098,0.6829268292682927
13,gpt-4o,mistral-nemo-12b,internal state,2/3,HumanEval,0.6585365853658537,0.6585365853658537,0.7378048780487805,0.6463414634146342,0.7682926829268293
14,gpt-4o,mistral-nemo-12b,internal state,3/4,HumanEval,0.6585365853658537,0.6585365853658537,0.7073170731707317,0.7073170731707317,0.7378048780487805
15,gpt-4o,mistral-nemo-12b,prompt embedding,nomic-embed-text,HumanEval,0.7682926829268293,0.7378048780487805,0.7134146341463414,0.7439024390243902,0.7378048780487805
16,gpt-4o,mistral-nemo-12b,prompt embedding,text-embedding-3-large,HumanEval,0.7560975609756098,0.725609756097561,0.6463414634146342,0.6646341463414634,0.7134146341463414
17,gpt-4o,mistral-nemo-12b,prompt embedding,text-embedding-3-small,HumanEval,0.7560975609756098,0.725609756097561,0.676829268292683,0.7073170731707317,0.6951219512195121
18,gpt-4o,qwen2.5-coder-7b,internal state,1/2,HumanEval,0.7378048780487805,0.8658536585365854,0.6036585365853658,0.7378048780487805,0.5548780487804879
19,gpt-4o,qwen2.5-coder-7b,internal state,2/3,HumanEval,0.7134146341463414,0.6463414634146342,0.7682926829268293,0.6341463414634146,0.6585365853658537
20,gpt-4o,qwen2.5-coder-7b,internal state,3/4,HumanEval,0.6158536585365854,0.5670731707317073,0.4878048780487805,0.524390243902439,0.5365853658536586
21,gpt-4o,qwen2.5-coder-7b,prompt embedding,nomic-embed-text,HumanEval,0.7560975609756098,0.6463414634146342,0.6280487804878049,0.774390243902439,0.6463414634146342
22,gpt-4o,qwen2.5-coder-7b,prompt embedding,text-embedding-3-large,HumanEval,0.6463414634146342,0.6280487804878049,0.7073170731707317,0.7073170731707317,0.7560975609756098
23,gpt-4o,qwen2.5-coder-7b,prompt embedding,text-embedding-3-small,HumanEval,0.6463414634146342,0.6280487804878049,0.6951219512195121,0.7134146341463414,0.7378048780487805
24,gpt-4o,phi4-14b,internal state,1/2,HumanEval,0.8963414634146342,0.6463414634146342,1.0,0.7987804878048781,0.8963414634146342
25,gpt-4o,phi4-14b,internal state,2/3,HumanEval,0.9146341463414634,0.6829268292682927,1.0,0.9390243902439024,0.6951219512195121
26,gpt-4o,phi4-14b,internal state,3/4,HumanEval,0.8292682926829268,0.7073170731707317,1.0,0.8780487804878049,0.7865853658536586
27,gpt-4o,phi4-14b,prompt embedding,nomic-embed-text,HumanEval,0.8292682926829268,0.7865853658536586,0.774390243902439,0.8292682926829268,0.7378048780487805
28,gpt-4o,phi4-14b,prompt embedding,text-embedding-3-large,HumanEval,0.8780487804878049,0.5548780487804879,0.7682926829268293,0.8292682926829268,0.7682926829268293
29,gpt-4o,phi4-14b,prompt embedding,text-embedding-3-small,HumanEval,0.8780487804878049,0.5548780487804879,0.7682926829268293,0.8170731707317073,0.7865853658536586
30,gemini-2.5-flash-lite,llama3-8b,internal state,1/2,HumanEval,0.8658536585365854,0.8170731707317073,0.8048780487804879,0.7987804878048781,0.8475609756097561
31,gemini-2.5-flash-lite,llama3-8b,internal state,2/3,HumanEval,0.8048780487804879,0.8780487804878049,0.7987804878048781,0.8170731707317073,0.8048780487804879
32,gemini-2.5-flash-lite,llama3-8b,internal state,3/4,HumanEval,0.7865853658536586,0.8475609756097561,0.7378048780487805,0.7987804878048781,0.7682926829268293
33,gemini-2.5-flash-lite,llama3-8b,prompt embedding,nomic-embed-text,HumanEval,0.7987804878048781,0.8475609756097561,0.7987804878048781,0.7682926829268293,0.774390243902439
34,gemini-2.5-flash-lite,llama3-8b,prompt embedding,text-embedding-3-large,HumanEval,0.7865853658536586,0.8292682926829268,0.6829268292682927,0.7134146341463414,0.7560975609756098
35,gemini-2.5-flash-lite,llama3-8b,prompt embedding,text-embedding-3-small,HumanEval,0.774390243902439,0.8292682926829268,0.6829268292682927,0.7378048780487805,0.7439024390243902
36,gemini-2.5-flash-lite,llama3.1-8b,internal state,1/2,HumanEval,0.7560975609756098,0.8170731707317073,0.6280487804878049,0.676829268292683,0.7378048780487805
